chunks
"Alquiler de motos A1 (menores de edad)

Ofrecemos el servicio de alquiler de motos para A1 en sus modalidades de scooter, marchas y estilo NAVI

En el servicio esta incluido:

✓ La explicación visual del recorrido por donde el evaluador le va a llevar durante la fase de ruta externa.
✓ Hacer una práctica en plantel del equilibrio en las líneas paralelas, zigzag en conos, direccionales dentro del plantel y los altos qué están dentro.
✓ Se recomienda llevar casco y cinta propio pero en caso que no pueda llevarlo podemos facilitarle estos accesorios
Los requisitos para licencia de conducir tipo A1 son:

1. Ser mayor de 16 años
2. Identificación vigente y en perfecto estado
3. Curso teórico para motocicleta aprobado
4. Carta de autorización del padre, madre o encargado legal y estar presente en el momento de la prueba
5. Póliza de vida del INS. Desde que hace la prueba hasta que cumpla la mayoría de edad
6. Dictamen médico digital
El costo por este servicio es de 30,000 colones de los cuales se pagan vía sinpe móvil 10,000 al 60023618 para reservar y el resto del dinero se paga el día de la prueba en efectivo.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Clases de manejo de moto A1

La hora de clases de manejo para motocicleta categoría A1 son impartidas en moto estilo NAVI

El costo por sesión es de 15.000 colones de los cuales se pagan 5000 colones vía sinpe móvil al número 60023618 y el resto del dinero se paga en efectivo el dia de la clase."
"Alquiler de motos A2

Ofrecemos el servicio de alquiler de motos para A2 en sus modalidades de scooter, marchas zs, estilo Nova o fórmula go

En el servicio esta incluido:

✓ La explicación visual del recorrido por donde el evaluador le va a llevar durante la fase de ruta externa.
✓ Hacer una práctica en plantel del equilibrio en las líneas paralelas, zigzag en conos, direccionales dentro del plantel y los altos qué están dentro.
✓ Se recomienda llevar casco y cinta propio pero en caso que no pueda llevarlo podemos facilitarle estos accesorios
Los requisitos para licencia de conducir tipo A2 son:

✓ Ser mayor de 18 años
Identificación vigente y en perfecto estado

✓ Curso teórico para motocicleta aprobado
✓ Dictamen médico digital
El costo por este servicio es de 30,000 colones de los cuales se pagan vía sinpe móvil 10,000 al 60023618 para reservar y el resto del dinero se paga el día de la prueba en efectivo.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Clases de manejo de moto A2

La hora de clases de manejo para motocicleta categoría A2 son impartidas en moto estilo scooter, marchas o nova

El costo por sesión es de 15.000 colones de los cuales se pagan 5000 colones vía sinpe móvil al número 60023618 y el resto del dinero se paga en efectivo el dia de la clase."
"Alquiler de motos A3

Ofrecemos el servicio de alquiler de motos para A3 en su modalidad Yamaha Xt600

En el servicio esta incluido:

✓ La explicación visual del recorrido por donde el evaluador le va a llevar durante la fase de ruta externa.
✓ Hacer una práctica en plantel del equilibrio en las líneas paralelas, zigzag en conos, direccionales dentro del plantel y los altos qué están dentro.
✓ Se recomienda llevar casco y cinta propio pero en caso que no pueda llevarlo podemos facilitarle estos accesorios con un costo adicional
Los requisitos para licencia de conducir tipo A3 son:

✓ Ser mayor de 18 años
Identificación vigente y en perfecto estado

✓ Curso teórico para motocicleta aprobado
✓ Dictamen médico digital
El costo por este servicio es de 40,000 colones de los cuales se pagan vía sinpe móvil 10,000 al 60023618 para reservar y el resto del dinero se paga el día de la prueba en efectivo.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Clases de manejo de moto A3

La hora de clases de manejo para motocicleta categoría A3 son impartidas en moto estilo Yamaha Xt600

El costo por sesión es de 30,000 colones de los cuales se pagan 5000 colones vía sinpe móvil al número 60023618 y el resto del dinero se paga en efectivo el dia de la clase."
"Alquiler de vehículos automáticos para prueba de manejo B1

Ofrecemos el servicio de alquiler de vehículos para B1 en vehículos Smart, Spark o Jac

En el servicio esta incluido:

✓ La explicación visual del recorrido por donde el evaluador le va a llevar durante la fase de ruta externa.
✓ Hacer una práctica en plantel del parqueo paralelo, reversa, zigzag en conos, direccionales dentro del plantel y los altos qué están dentro.
Los requisitos para licencia de conducir tipo B1 son:

✓ Ser mayor de 18 años
Identificación vigente y en perfecto estado

✓ Curso teórico para vehículos aprobado
✓ Dictamen médico digital
El costo por este servicio es de 40,000 colones de los cuales se pagan vía sinpe móvil 10,000 colones al 60023618 para reservar y el resto del dinero se paga el día de la prueba en efectivo.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Permiso temporal de aprendizaje para B1

Requisitos para permiso temporal de aprendizaje

✓ Dictamen médico
✓ Curso teórico aprobado
✓ Póliza del INS
✓ Entero
✓ Documento de identidad
Este permiso solo pueden realizarlo personas mayores de edad, excepto A1 que puede realizarse desde los 16 años

El costo total de este trámite es de 57000 colones.

Adicional el día de la entrega debe pagar 2 mil colones en efectivo"
"Clases de manejo para vehículo en Liberia

Contamos con 3 opciones para la contratación de clases de manejo.

✓ Clase individual: la hora de clase de manejo vale 15 mil.
Se paga la totalidad al inicio de la lección

✓ Paquete de 5 horas: el valor de este paquete es de 70 mil colones.
Se paga la mitad (35 mil colones) al inicio de la primera lección y el restante (los otros 35 mil colones) al inicio de la tercera lección

✓ Paquete de 10 horas: el valor de este paquete es de 130 mil colones.
Se paga la mitad (65 mil colones) al inicio de la primera lección y el resto (los otros 65 mil colones) al inicio de la quinta lección.

Por favor utilice este enlace para agendar su clase de manejo en Liberia

https://calendly.com/clasesdemanejo/clases"
"Clases de manejo para vehículo en sedes que no sean Liberia

Contamos con 3 opciones para la contratación de clases de manejo.

✓ Clase individual: la hora de clase de manejo vale 15 mil.
Se paga 5000 vía sinpe móvil al número 60023618 por concepto de reservación y el restante en efectivo hasta el día de la clase

✓ Paquete de 5 horas: el valor de este paquete es de 70 mil colones.
Se paga 40000 colones vía sinpe móvil al 60023618 y el restante (los otros 30000 colones) al inicio de la tercera lección

✓ Paquete de 10 horas: el valor de este paquete es de 130 mil colones.
Se paga 70000 colones vía sinpe móvil al 60023618 y el resto (los otros 60000 colones) al inicio de la quinta lección."
"Alquiler de camión automático para B2

Contamos con camión automático para prueba de manejo B2

Esta categoría de licencia abarca vehículos de 4001 a 8000 kilogramos

Requisitos:

✓ Ser mayor de 20 años de edad
✓ Mínimo 2 años de tener licencia B1
✓ Usuario cosevi creado
El servicio incluye el recorrido visual explicativo de la ruta por donde le lleva el evaluador y la explicación de luces

El costo por este servicio es de 60000 colones. Se paga 20000 colones vía sinpe móvil al número 60023618 y el restante del dinero se paga en efectivo el dia de la prueba.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Alquiler de camión automático para B3

Contamos con camión automático para prueba de manejo B3

Esta categoría de licencia abarca vehículos de 8001 kilogramos en adelante excepto los artículados tipo traíler.

Requisitos:

✓ Ser mayor de 22 años de edad
✓ Mínimo 3 años de tener licencia B1
✓ Usuario cosevi creado
El servicio incluye el recorrido visual explicativo de la ruta por donde le lleva el evaluador y la explicación de luces

El costo por este servicio es de 75000 colones. Se paga 20000 colones vía sinpe móvil al número 60023618 y el restante del dinero se paga en efectivo el dia de la prueba.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Alquiler de camión para B4 (trailer)

Contamos con camión automático para prueba de manejo B4

Esta categoría de licencia abarca vehículos de 8001 kilogramos en adelante del tipo articulado como por ejemplo tariler

Requisitos:

✓ Ser mayor de 22 años de edad
✓ Mínimo 3 años de tener licencia B1
✓ Usuario cosevi creado
El servicio incluye el recorrido visual explicativo de la ruta por donde le lleva el evaluador y la explicación de luces

El costo por este servicio es de 150000 colones. Se paga 20000 colones vía sinpe móvil al número 60023618 y el restante del dinero se paga en efectivo el dia de la prueba.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Licencia de conducir para Taxi (C1)

Para obtener la licencia de taxi no es necesario hacer pruebas de manejo

Requisitos:

✓ Ser mayor de 22 años
✓ Aprobar curso de transporte público
✓ Mínimo 3 años de tener licencia tipo B1
✓ Cita en el BCR para retirar
✓ Dictamen médico digital
✓ Entero para licencia por primera vez C1
Nota: ofrecer dictamen médico digital"
"Alquiler de bus automático para C2

Contamos con el alquiler de autobús para la realización de la prueba de manejo

Características del bus:

✓ Superior a 44 pasajeros para poder obtener C2 abierta
✓ Thomas amarillo escolar
✓ Transmisión automática
✓ El servicio incluye el recorrido visual explicativo de la ruta por donde le lleva el evaluador y la explicación de luces
El costo por este servicio es de 85000 colones. Se paga 20000 colones vía sinpe móvil al número 60023618 y el restante del dinero se paga en efectivo el dia de la prueba.

NOTA: Se debe determinar si no tiene cita agendada para enviarle el formulario de solicitud de citas para prueba de manejo pero si ya tiene cita se le debe enviar el formulario de reservación de vehículos y ofrecer el dictamen médico"
"Citas para pruebas de maquinaria 

Consideraciones

✓ El costo por cita para maquinaria D1, D2 ó D3 es de 5000 colones.
✓ Se paga vía sinpe móvil al número 60023618
✓ Es necesario tener el usuario cosevi creado
✓ Debe contar con el entero pagado para el tipo de licencia que desea
Requisitos a presentar el día de la cita

✓ Documento de identidad vigente y en perfecto estado
✓ Dictamen médico digital
✓ Carta de la empresa que avale la experiencia y conocimientos en el manejo del equipo
✓ Fotocopia de la cédula de quien realizó la carta
✓ Que la empresa esté al día con las obligaciones obrero patronales y tributarias
✓ Que la maquinaria descrita en la carta se encuentre al día en la inspección técnica y derecho de circulación"
"Licencias de maquinaria D1, D2, D3

✓ D1: tractor de llantas. Es el típico tractor que tiene llantas y se usa en labores agrícolas
✓ D2: tractor de oruga. Es el tractor que en vez de llantas usa una faja metálica y es usado popularmente en actividades de reparaciones de carretera o movimientos de tierra importantes
✓ D3: cualquier maquinaria que no sea ni el tractor de oruga ni el de llantas"
"Dictamen médico

El dictamen médico es muy importante ya que lo ocupas para:
✓ ​Permiso temporal
✓ ​Licencia por primera vez
✓ ​Renovación
✓ ​Homologación
✓ ​Para hacer cualquier prueba de manejo.
El costo del dictamen es de 22600 colones.

El pago se hace vía sinpe móvil al número 60023618.

Para realizar el tramite es necesario que me envíes:

✓ Fotografía de la cédula por ambos lados
✓ Comprobante de cita
✓ Foto del pago
✓ Respuesta a las preguntas del formulario
Formulario de preguntas para elaboración de dictamen médico

💡💡💡DICTAMEN DE LICENCIAS 💡💡💡

 

🩸1) Nombre completo:

🩸2) Cédula:

🩸3) Edad:

🩸4) Estado civil:

🩸5) Ocupación:

🩸6) Provincia, cantón, dirección:

🩸7) Número de WhatsApp:

🩸8) Correo:

🩸9) Estatura:

🩸10) Peso:

🩸11) Mano dominante:

🩸12) Toma algún medicamento?

🩸13) Padece de alguna enfermedad ?

🩸14) Desea el dictamen para licencia A o B o todas:?

🩸15) Usa anteojos permanentes?:

🩸16) Autoriza ser donador en caso de accidente (si o no):

🩸17) Toma licor o fuma activamente:

🩸18) Nacionalidad:

🩸19) Tiene algún tipo de discapacidad auditiva ? Si la respuesta es SI,  indicar en qué oído  utiliza audífonos:

🩸20) Presenta algún tipo de discapacidad ? Si la respuesta es SI  indicar lo sucedido ? Y desde hace cuánto tiempo lo presenta?:

🩸21) Lo necesita renovar, hacer prueba de manejo o para permiso de conducir?:

Nota: en caso que no haya respuesta se debe consultar el motivo"
"Renovación

Para renovar licencia es necesario:

✓ Dictamen médico digital
✓ Entero para renovar licencia según el tipo
✓ Documento de identidad vigente y en perfecto estado
✓ No tener multas pendientes
✓ Cita en el BCR para renovar
✓ Se puede renovar 3 meses antes del vencimiento de la licencia
Nota: ofrecer dictamen médico y cita en el BCR"
"Homologación o convalidación

El trámite de homologación es un procedimiento mediante el cual una persona con licencia extranjera vigente puede obtener la misma en Costa Rica.

Requisitos:

✓ Licencia extranjera vigente
✓ Estatus migratorio del tipo cédula costarricense, carnet de refugio, permiso de trabajo o cédula de residencia
✓ Traducción oficial en caso de que la licencia esté en un idioma distinto al español
✓ Constancia de entradas y salidas del país
✓ Dictamen médico digital
✓ En algunos casos podrían existir requisitos adicionales
El costo por la cita es de 10000 colones vía sinpe móvil al número 60023618"
"Multas de tránsito

No ofrecemos el servicio de apelación ni prescripción de multas de tránsito.

Hay una muchacha que hace esos trámites pero es ajena a nuestra organización.

Claudia Guillen: 72940083"
"Reingreso

El plazo del curso es de 120 días.

En el caso que se le venza el plazo debe cancelar 8500 colones al sinpe 61103205 a nombre de Victor Hugo Aguilar Alfaro.

Se le activará por 120 días adicionales"
"Cancelar citas

El plazo mínimo para cancelar una cita teórica o práctica es de 48 horas.

✓ Para cancelar una cita teórica debe acceder al siguiente enlace
https://servicios.educacionvial.go.cr/Formularios/CancelarCitaTeorica
✓ Si lo que desea es cancelar cita de prueba de manejo de entrar al siguiente enlace
https://servicios.educacionvial.go.cr/Formularios/CancelarCitaPractica
✓ Luego de cancelar la cita debe llenar el formulario de solicitud de citas nuevamente"
